source,target,Type,Weight
Madelon Hooykaas,Elsa Cayo,Undirected,1
Sanja Ivekovic,Elsa Cayo,Undirected,1
Danielle Jaeggi,Elsa Cayo,Undirected,1
Naoko Karotsuka,Elsa Cayo,Undirected,1
Branda Miller,Elsa Cayo,Undirected,1
Elsa Stansfield,Elsa Cayo,Undirected,1
Claudia Von Alemann,Elsa Cayo,Undirected,1
Ulrike Rosenbach,Cecelia Condit,Undirected,1
Lisa Steele,Cecelia Condit,Undirected,1
Laurie Anderson,Cecelia Condit,Undirected,1
Mako Idemitsu,Cecelia Condit,Undirected,1
Max Almy,Cecelia Condit,Undirected,1
Nancy Buchanan,Cecelia Condit,Undirected,1
Ros Barron,Cecelia Condit,Undirected,1
Marina Abramovic,Cecelia Condit,Undirected,1
Joelle de la Casiniere,Cecelia Condit,Undirected,1
Elsa Cayo,Cecelia Condit,Undirected,1
Madelon Hooykaas,Cecelia Condit,Undirected,1
Sanja Ivekovic,Cecelia Condit,Undirected,1
Danielle Jaeggi,Cecelia Condit,Undirected,1
Naoko Karotsuka,Cecelia Condit,Undirected,1
Branda Miller,Cecelia Condit,Undirected,1
Elsa Stansfield,Cecelia Condit,Undirected,1
Claudia Von Alemann,Cecelia Condit,Undirected,1
Ulrike Rosenbach,Madelon Hooykaas,Undirected,1
Lisa Steele,Madelon Hooykaas,Undirected,1
Laurie Anderson,Madelon Hooykaas,Undirected,1
Mako Idemitsu,Madelon Hooykaas,Undirected,1
Max Almy,Madelon Hooykaas,Undirected,1
Nancy Buchanan,Madelon Hooykaas,Undirected,1
Ros Barron,Madelon Hooykaas,Undirected,1
Marina Abramovic,Madelon Hooykaas,Undirected,1
Joelle de la Casiniere,Madelon Hooykaas,Undirected,1
Elsa Cayo,Madelon Hooykaas,Undirected,1
Cecelia Condit,Madelon Hooykaas,Undirected,1
Sanja Ivekovic,Madelon Hooykaas,Undirected,1
Danielle Jaeggi,Madelon Hooykaas,Undirected,1
Naoko Karotsuka,Madelon Hooykaas,Undirected,1
Branda Miller,Madelon Hooykaas,Undirected,1
Elsa Stansfield,Madelon Hooykaas,Undirected,1
Claudia Von Alemann,Madelon Hooykaas,Undirected,1
Ulrike Rosenbach,Sanja Ivekovic,Undirected,1
Joan Jonas,Sanja Ivekovic,Undirected,1
Shigeko Kubota,Sanja Ivekovic,Undirected,1
Lisa Steele,Sanja Ivekovic,Undirected,1
Laurie Anderson,Sanja Ivekovic,Undirected,2
Joan Logue,Sanja Ivekovic,Undirected,1
Mako Idemitsu,Sanja Ivekovic,Undirected,2
Max Almy,Sanja Ivekovic,Undirected,1
Nancy Buchanan,Sanja Ivekovic,Undirected,1
Ros Barron,Sanja Ivekovic,Undirected,1
Shirley Clarke,Sanja Ivekovic,Undirected,1
Dara Birnbaum,Sanja Ivekovic,Undirected,1
Marina Abramovic,Sanja Ivekovic,Undirected,2
Ilene Segalove,Sanja Ivekovic,Undirected,1
Joelle de la Casiniere,Sanja Ivekovic,Undirected,2
Mary Lucier,Sanja Ivekovic,Undirected,1
Martha Rosler,Sanja Ivekovic,Undirected,1
Elsa Cayo,Sanja Ivekovic,Undirected,1
Cecelia Condit,Sanja Ivekovic,Undirected,1
Madelon Hooykaas,Sanja Ivekovic,Undirected,1
Danielle Jaeggi,Sanja Ivekovic,Undirected,1
Naoko Karotsuka,Sanja Ivekovic,Undirected,1
Branda Miller,Sanja Ivekovic,Undirected,2
Elsa Stansfield,Sanja Ivekovic,Undirected,1
Claudia Von Alemann,Sanja Ivekovic,Undirected,1
Daniele Nyst,Sanja Ivekovic,Undirected,1
Ulrike Rosenbach,Danielle Jaeggi,Undirected,1
Lisa Steele,Danielle Jaeggi,Undirected,1
Laurie Anderson,Danielle Jaeggi,Undirected,1
Mako Idemitsu,Danielle Jaeggi,Undirected,1
Max Almy,Danielle Jaeggi,Undirected,1
Nancy Buchanan,Danielle Jaeggi,Undirected,1
Ros Barron,Danielle Jaeggi,Undirected,1
Marina Abramovic,Danielle Jaeggi,Undirected,1
Joelle de la Casiniere,Danielle Jaeggi,Undirected,1
Elsa Cayo,Danielle Jaeggi,Undirected,1
Cecelia Condit,Danielle Jaeggi,Undirected,1
Madelon Hooykaas,Danielle Jaeggi,Undirected,1
Sanja Ivekovic,Danielle Jaeggi,Undirected,1
Naoko Karotsuka,Danielle Jaeggi,Undirected,1
Branda Miller,Danielle Jaeggi,Undirected,1
Elsa Stansfield,Danielle Jaeggi,Undirected,1
Claudia Von Alemann,Danielle Jaeggi,Undirected,1
Ulrike Rosenbach,Naoko Karotsuka,Undirected,1
Lisa Steele,Naoko Karotsuka,Undirected,1
Laurie Anderson,Naoko Karotsuka,Undirected,1
Mako Idemitsu,Naoko Karotsuka,Undirected,1
Max Almy,Naoko Karotsuka,Undirected,1
Nancy Buchanan,Naoko Karotsuka,Undirected,1
Ros Barron,Naoko Karotsuka,Undirected,1
Marina Abramovic,Naoko Karotsuka,Undirected,1
Joelle de la Casiniere,Naoko Karotsuka,Undirected,1
Elsa Cayo,Naoko Karotsuka,Undirected,1
Cecelia Condit,Naoko Karotsuka,Undirected,1
Madelon Hooykaas,Naoko Karotsuka,Undirected,1
Sanja Ivekovic,Naoko Karotsuka,Undirected,1
Danielle Jaeggi,Naoko Karotsuka,Undirected,1
Branda Miller,Naoko Karotsuka,Undirected,1
Elsa Stansfield,Naoko Karotsuka,Undirected,1
Claudia Von Alemann,Naoko Karotsuka,Undirected,1
Ulrike Rosenbach,Branda Miller,Undirected,1
Joan Jonas,Branda Miller,Undirected,1
Shigeko Kubota,Branda Miller,Undirected,1
Lisa Steele,Branda Miller,Undirected,1
Laurie Anderson,Branda Miller,Undirected,2
Joan Logue,Branda Miller,Undirected,1
Mako Idemitsu,Branda Miller,Undirected,2
Max Almy,Branda Miller,Undirected,1
Nancy Buchanan,Branda Miller,Undirected,2
Ros Barron,Branda Miller,Undirected,1
Shirley Clarke,Branda Miller,Undirected,1
Dara Birnbaum,Branda Miller,Undirected,1
Marina Abramovic,Branda Miller,Undirected,2
Ilene Segalove,Branda Miller,Undirected,2
Joelle de la Casiniere,Branda Miller,Undirected,2
Mary Lucier,Branda Miller,Undirected,1
Martha Rosler,Branda Miller,Undirected,1
Elsa Cayo,Branda Miller,Undirected,1
Cecelia Condit,Branda Miller,Undirected,1
Madelon Hooykaas,Branda Miller,Undirected,1
Sanja Ivekovic,Branda Miller,Undirected,2
Danielle Jaeggi,Branda Miller,Undirected,1
Naoko Karotsuka,Branda Miller,Undirected,1
Elsa Stansfield,Branda Miller,Undirected,1
Claudia Von Alemann,Branda Miller,Undirected,1
Sara Diamond,Branda Miller,Undirected,1
Mickey McGowan,Branda Miller,Undirected,1
Daniele Nyst,Branda Miller,Undirected,1
Ulrike Rosenbach,Elsa Stansfield,Undirected,1
Lisa Steele,Elsa Stansfield,Undirected,1
Laurie Anderson,Elsa Stansfield,Undirected,1
Mako Idemitsu,Elsa Stansfield,Undirected,1
Max Almy,Elsa Stansfield,Undirected,1
Nancy Buchanan,Elsa Stansfield,Undirected,1
Ros Barron,Elsa Stansfield,Undirected,1
Marina Abramovic,Elsa Stansfield,Undirected,1
Joelle de la Casiniere,Elsa Stansfield,Undirected,1
Elsa Cayo,Elsa Stansfield,Undirected,1
Cecelia Condit,Elsa Stansfield,Undirected,1
Madelon Hooykaas,Elsa Stansfield,Undirected,1
Sanja Ivekovic,Elsa Stansfield,Undirected,1
Danielle Jaeggi,Elsa Stansfield,Undirected,1
Naoko Karotsuka,Elsa Stansfield,Undirected,1
Branda Miller,Elsa Stansfield,Undirected,1
Claudia Von Alemann,Elsa Stansfield,Undirected,1
Ulrike Rosenbach,Claudia Von Alemann,Undirected,1
Lisa Steele,Claudia Von Alemann,Undirected,1
Laurie Anderson,Claudia Von Alemann,Undirected,1
Mako Idemitsu,Claudia Von Alemann,Undirected,1
Max Almy,Claudia Von Alemann,Undirected,1
Nancy Buchanan,Claudia Von Alemann,Undirected,1
Ros Barron,Claudia Von Alemann,Undirected,1
Marina Abramovic,Claudia Von Alemann,Undirected,1
Joelle de la Casiniere,Claudia Von Alemann,Undirected,1
Elsa Cayo,Claudia Von Alemann,Undirected,1
Cecelia Condit,Claudia Von Alemann,Undirected,1
Madelon Hooykaas,Claudia Von Alemann,Undirected,1
Sanja Ivekovic,Claudia Von Alemann,Undirected,1
Danielle Jaeggi,Claudia Von Alemann,Undirected,1
Naoko Karotsuka,Claudia Von Alemann,Undirected,1
Branda Miller,Claudia Von Alemann,Undirected,1
Elsa Stansfield,Claudia Von Alemann,Undirected,1
Jan Groover,Jo Ann Callis,Undirected,1
Cindy Sherman,Jo Ann Callis,Undirected,1
Patricia Jon Carroll,Jo Ann Callis,Undirected,1
Sandra Haber,Jo Ann Callis,Undirected,1
Lorie Novak,Jo Ann Callis,Undirected,1
Anne Turyn,Jo Ann Callis,Undirected,1
Jo Ann Walters,Jo Ann Callis,Undirected,1
Jan Groover,Patricia Jon Carroll,Undirected,1
Cindy Sherman,Patricia Jon Carroll,Undirected,1
Jo Ann Callis,Patricia Jon Carroll,Undirected,1
Sandra Haber,Patricia Jon Carroll,Undirected,1
Lorie Novak,Patricia Jon Carroll,Undirected,1
Anne Turyn,Patricia Jon Carroll,Undirected,1
Jo Ann Walters,Patricia Jon Carroll,Undirected,1
Jan Groover,Sandra Haber,Undirected,1
Cindy Sherman,Sandra Haber,Undirected,1
Jo Ann Callis,Sandra Haber,Undirected,1
Patricia Jon Carroll,Sandra Haber,Undirected,1
Lorie Novak,Sandra Haber,Undirected,1
Anne Turyn,Sandra Haber,Undirected,1
Jo Ann Walters,Sandra Haber,Undirected,1
Jan Groover,Lorie Novak,Undirected,1
Cindy Sherman,Lorie Novak,Undirected,1
Jo Ann Callis,Lorie Novak,Undirected,1
Patricia Jon Carroll,Lorie Novak,Undirected,1
Sandra Haber,Lorie Novak,Undirected,1
Anne Turyn,Lorie Novak,Undirected,1
Jo Ann Walters,Lorie Novak,Undirected,1
Jan Groover,Anne Turyn,Undirected,1
Cindy Sherman,Anne Turyn,Undirected,1
Jo Ann Callis,Anne Turyn,Undirected,1
Patricia Jon Carroll,Anne Turyn,Undirected,1
Sandra Haber,Anne Turyn,Undirected,1
Lorie Novak,Anne Turyn,Undirected,1
Jo Ann Walters,Anne Turyn,Undirected,1
Jan Groover,Jo Ann Walters,Undirected,1
Cindy Sherman,Jo Ann Walters,Undirected,1
Jo Ann Callis,Jo Ann Walters,Undirected,1
Patricia Jon Carroll,Jo Ann Walters,Undirected,1
Sandra Haber,Jo Ann Walters,Undirected,1
Lorie Novak,Jo Ann Walters,Undirected,1
Anne Turyn,Jo Ann Walters,Undirected,1
Cara DeVito,Julie Gustafson,Undirected,1
Susan Raymond,Julie Gustafson,Undirected,1
Michelle Parkerson,Julie Gustafson,Undirected,1
Susan Milano,Julie Gustafson,Undirected,1
Ulrike Rosenbach,Simone Forti,Undirected,1
Joan Jonas,Simone Forti,Undirected,1
Linda Montano,Simone Forti,Undirected,1
Rita Myers,Simone Forti,Undirected,1
Ulrike Rosenbach,Rita Myers,Undirected,1
Joan Jonas,Rita Myers,Undirected,1
Linda Montano,Rita Myers,Undirected,1
Simone Forti,Rita Myers,Undirected,1
Joan Jonas,Yoko Maruyama,Undirected,1
Shigeko Kubota,Yoko Maruyama,Undirected,1
Steina Vesulka,Yoko Maruyama,Undirected,1
Susan Raymond,Yoko Maruyama,Undirected,1
Keiko Tsuno,Yoko Maruyama,Undirected,1
Nancy Holt,Yoko Maruyama,Undirected,1
Nancy Buchanan,Sara Diamond,Undirected,1
Anne Ramsden,Sara Diamond,Undirected,1
Ilene Segalove,Sara Diamond,Undirected,1
Branda Miller,Sara Diamond,Undirected,1
Mickey McGowan,Sara Diamond,Undirected,1
Jeanette Reinhardt,Sara Diamond,Undirected,1
Nancy Buchanan,Mickey McGowan,Undirected,1
Ilene Segalove,Mickey McGowan,Undirected,1
Branda Miller,Mickey McGowan,Undirected,1
Sara Diamond,Mickey McGowan,Undirected,1
Louise Bourgeois,Joan Witek,Undirected,1
Chryssa,Joan Witek,Undirected,1
Agnes Martin,Joan Witek,Undirected,1
Eva Hesse,Joan Witek,Undirected,1
Pat Steir,Joan Witek,Undirected,1
Laurie Anderson,Deanna Kamiel,Undirected,1
Lynn Adler,Deanna Kamiel,Undirected,1
Michelle Parkerson,Deanna Kamiel,Undirected,1
Lyn Blumenthal,Deanna Kamiel,Undirected,1
Carole Klonarides,Deanna Kamiel,Undirected,1
Mary McFerran,Deanna Kamiel,Undirected,1
Daniele Nyst,Deanna Kamiel,Undirected,1
Cara DeVito,Michelle Parkerson,Undirected,1
Susan Raymond,Michelle Parkerson,Undirected,1
Lynn Adler,Michelle Parkerson,Undirected,1
Julie Gustafson,Michelle Parkerson,Undirected,1
Deanna Kamiel,Michelle Parkerson,Undirected,1
Susan Milano,Michelle Parkerson,Undirected,1
Helen Levitt,Judith Joy Ross,Undirected,2
Diane Arbus,Judith Joy Ross,Undirected,2
Jan Groover,Judith Joy Ross,Undirected,2
Colleen Frances Kenyon,Judith Joy Ross,Undirected,1
Tina Barney,Judith Joy Ross,Undirected,2
Nancy Hellebrand,Judith Joy Ross,Undirected,1
Cindy Sherman,Judith Joy Ross,Undirected,2
JoAnn Verburg,Judith Joy Ross,Undirected,1
Wendy MacNeil,Judith Joy Ross,Undirected,2
Deborah Fleming Caffery,Judith Joy Ross,Undirected,1
Christine Osinski,Judith Joy Ross,Undirected,1
Sheron Rupp,Judith Joy Ross,Undirected,1
America Sanchez,Judith Joy Ross,Undirected,1
Laurie Anderson,Beth B,Undirected,1
Joan Logue,Beth B,Undirected,1
Natalia Goncharova,Mary Martin,Undirected,1
Alexandra Exter,Mary Martin,Undirected,1
Lyubov Popova,Mary Martin,Undirected,1
Varvara Stepanova,Mary Martin,Undirected,1
Sophie Taeuber-Arp,Mary Martin,Undirected,1
Gertrude Greene,Mary Martin,Undirected,1
Sonia Delaunay-Terk,Mary Martin,Undirected,1
Charmion von Wiegand,Mary Martin,Undirected,1
Agnes Martin,Mary Martin,Undirected,1
Bridget Riley,Mary Martin,Undirected,1
Olga Rozanova,Mary Martin,Undirected,1
Marlow Moss,Mary Martin,Undirected,1
Nadezhda Udal'tsova,Mary Martin,Undirected,1
Natalia Goncharova,Marlow Moss,Undirected,1
Alexandra Exter,Marlow Moss,Undirected,1
Lyubov Popova,Marlow Moss,Undirected,1
Varvara Stepanova,Marlow Moss,Undirected,1
Sophie Taeuber-Arp,Marlow Moss,Undirected,1
Gertrude Greene,Marlow Moss,Undirected,1
Sonia Delaunay-Terk,Marlow Moss,Undirected,1
Charmion von Wiegand,Marlow Moss,Undirected,1
Agnes Martin,Marlow Moss,Undirected,1
Bridget Riley,Marlow Moss,Undirected,1
Olga Rozanova,Marlow Moss,Undirected,1
Mary Martin,Marlow Moss,Undirected,1
Nadezhda Udal'tsova,Marlow Moss,Undirected,1
Natalia Goncharova,Nadezhda Udal'tsova,Undirected,1
Alexandra Exter,Nadezhda Udal'tsova,Undirected,1
Lyubov Popova,Nadezhda Udal'tsova,Undirected,2
Varvara Stepanova,Nadezhda Udal'tsova,Undirected,1
Sophie Taeuber-Arp,Nadezhda Udal'tsova,Undirected,1
Gertrude Greene,Nadezhda Udal'tsova,Undirected,1
Sonia Delaunay-Terk,Nadezhda Udal'tsova,Undirected,1
Charmion von Wiegand,Nadezhda Udal'tsova,Undirected,1
Agnes Martin,Nadezhda Udal'tsova,Undirected,1
Bridget Riley,Nadezhda Udal'tsova,Undirected,1
Olga Rozanova,Nadezhda Udal'tsova,Undirected,1
Mary Martin,Nadezhda Udal'tsova,Undirected,1
Marlow Moss,Nadezhda Udal'tsova,Undirected,1
Berenice Abbott,Nan Goldin,Undirected,1
Ilse Bing,Nan Goldin,Undirected,1
Imogen Cunningham,Nan Goldin,Undirected,1
Carol Block Taback,Nan Goldin,Undirected,1
Cindy Sherman,Nan Goldin,Undirected,1
Sandra Semchuk,Nan Goldin,Undirected,1
Wanda Wulz,Nan Goldin,Undirected,1
Berenice Abbott,Sandra Semchuk,Undirected,1
Ilse Bing,Sandra Semchuk,Undirected,1
Imogen Cunningham,Sandra Semchuk,Undirected,1
Carol Block Taback,Sandra Semchuk,Undirected,1
Cindy Sherman,Sandra Semchuk,Undirected,1
Nan Goldin,Sandra Semchuk,Undirected,1
Wanda Wulz,Sandra Semchuk,Undirected,1
Berenice Abbott,Wanda Wulz,Undirected,1
Ilse Bing,Wanda Wulz,Undirected,1
Imogen Cunningham,Wanda Wulz,Undirected,1
Carol Block Taback,Wanda Wulz,Undirected,1
Cindy Sherman,Wanda Wulz,Undirected,1
Nan Goldin,Wanda Wulz,Undirected,1
Sandra Semchuk,Wanda Wulz,Undirected,1
Peggy Bacon,Carolina Nitsch,Undirected,1
Mabel Dwight,Carolina Nitsch,Undirected,1
Anne Ryan,Carolina Nitsch,Undirected,1
Louise Bourgeois,Carolina Nitsch,Undirected,1
Dorothy Dehner,Carolina Nitsch,Undirected,1
Louise Nevelson,Carolina Nitsch,Undirected,1
Nancy Graves,Carolina Nitsch,Undirected,1
Pat Steir,Carolina Nitsch,Undirected,1
Ida Applebroog,Carolina Nitsch,Undirected,1
Mako Idemitsu,Kumiko Kushiyama,Undirected,1
Emi Segawa,Kumiko Kushiyama,Undirected,1
Ayumi Shino,Kumiko Kushiyama,Undirected,1
Naoko Tosa,Kumiko Kushiyama,Undirected,1
Mako Idemitsu,Emi Segawa,Undirected,1
Kumiko Kushiyama,Emi Segawa,Undirected,1
Ayumi Shino,Emi Segawa,Undirected,1
Naoko Tosa,Emi Segawa,Undirected,1
Mako Idemitsu,Ayumi Shino,Undirected,1
Kumiko Kushiyama,Ayumi Shino,Undirected,1
Emi Segawa,Ayumi Shino,Undirected,1
Naoko Tosa,Ayumi Shino,Undirected,1
Mako Idemitsu,Naoko Tosa,Undirected,1
Kumiko Kushiyama,Naoko Tosa,Undirected,1
Emi Segawa,Naoko Tosa,Undirected,1
Ayumi Shino,Naoko Tosa,Undirected,1
Helen Levitt,Wendy MacNeil,Undirected,2
Diane Arbus,Wendy MacNeil,Undirected,2
Jan Groover,Wendy MacNeil,Undirected,2
Tina Barney,Wendy MacNeil,Undirected,2
Cindy Sherman,Wendy MacNeil,Undirected,2
Judith Joy Ross,Wendy MacNeil,Undirected,2
Kathe Kollwitz,Nancy Spero,Undirected,1
Louise Bourgeois,Nancy Spero,Undirected,1
Helen Frankenthaler,Nancy Spero,Undirected,1
Miriam Schapiro,Nancy Spero,Undirected,1
Marisol (Marisol Escobar),Nancy Spero,Undirected,2
Adrian Piper,Nancy Spero,Undirected,1
Mary Frank,Nancy Spero,Undirected,1
Susan Rothenberg,Nancy Spero,Undirected,1
Margia Kramer,Nancy Spero,Undirected,1
Martha Rosler,Nancy Spero,Undirected,1
Jane Dickson,Nancy Spero,Undirected,1
Ida Applebroog,Nancy Spero,Undirected,1
Barbara Kruger,Nancy Spero,Undirected,1
Emma Amos,Nancy Spero,Undirected,1
Elizabeth Catlett,Nancy Spero,Undirected,1
Judy Chicago,Nancy Spero,Undirected,1
Eva Cockcroft,Nancy Spero,Undirected,1
Sue Coe,Nancy Spero,Undirected,1
Mary Beth Edelson,Nancy Spero,Undirected,1
Jenny Holzer,Nancy Spero,Undirected,1
Rebecca Howland,Nancy Spero,Undirected,1
Yong Soon Min,Nancy Spero,Undirected,1
Faith Ringgold,Nancy Spero,Undirected,1
Mimi Smith,Nancy Spero,Undirected,1
May Stevens,Nancy Spero,Undirected,1
Louise Bourgeois,Barbara Kruger,Undirected,1
Miriam Schapiro,Barbara Kruger,Undirected,1
Louise Nevelson,Barbara Kruger,Undirected,1
Marisol (Marisol Escobar),Barbara Kruger,Undirected,1
Agnes Martin,Barbara Kruger,Undirected,2
Magdalena Abakanowicz,Barbara Kruger,Undirected,1
Jo Baer,Barbara Kruger,Undirected,1
Eva Hesse,Barbara Kruger,Undirected,2
Adrian Piper,Barbara Kruger,Undirected,1
Jackie Winsor,Barbara Kruger,Undirected,2
Alice Aycock,Barbara Kruger,Undirected,1
Yvonne Jacquette,Barbara Kruger,Undirected,1
Pat Steir,Barbara Kruger,Undirected,2
Lynda Benglis,Barbara Kruger,Undirected,1
Mary Frank,Barbara Kruger,Undirected,1
Howardena Pindell,Barbara Kruger,Undirected,1
Jennifer Bartlett,Barbara Kruger,Undirected,1
Susan Rothenberg,Barbara Kruger,Undirected,3
Lois Lane,Barbara Kruger,Undirected,1
Judy Pfaff,Barbara Kruger,Undirected,2
Joan Snyder,Barbara Kruger,Undirected,1
Margia Kramer,Barbara Kruger,Undirected,1
Katherine Porter,Barbara Kruger,Undirected,1
Martha Rosler,Barbara Kruger,Undirected,1
Jane Dickson,Barbara Kruger,Undirected,1
Ida Applebroog,Barbara Kruger,Undirected,1
Nancy Spero,Barbara Kruger,Undirected,1
Annette Lemieux,Barbara Kruger,Undirected,2
Emma Amos,Barbara Kruger,Undirected,1
Elizabeth Catlett,Barbara Kruger,Undirected,1
Judy Chicago,Barbara Kruger,Undirected,1
Eva Cockcroft,Barbara Kruger,Undirected,1
Sue Coe,Barbara Kruger,Undirected,1
Mary Beth Edelson,Barbara Kruger,Undirected,1
Jenny Holzer,Barbara Kruger,Undirected,1
Rebecca Howland,Barbara Kruger,Undirected,1
Yong Soon Min,Barbara Kruger,Undirected,1
Faith Ringgold,Barbara Kruger,Undirected,1
Mimi Smith,Barbara Kruger,Undirected,1
May Stevens,Barbara Kruger,Undirected,1
Barbara Bloom,Barbara Kruger,Undirected,1
Sherrie Levine,Barbara Kruger,Undirected,1
Susana Solano,Barbara Kruger,Undirected,1
Laurie Anderson,Lyn Blumenthal,Undirected,1
Deanna Kamiel,Lyn Blumenthal,Undirected,1
Carole Klonarides,Lyn Blumenthal,Undirected,1
Mary McFerran,Lyn Blumenthal,Undirected,1
Daniele Nyst,Lyn Blumenthal,Undirected,1
Laurie Anderson,Carole Klonarides,Undirected,1
Dara Birnbaum,Carole Klonarides,Undirected,1
Deanna Kamiel,Carole Klonarides,Undirected,1
Lyn Blumenthal,Carole Klonarides,Undirected,1
Mary McFerran,Carole Klonarides,Undirected,1
Daniele Nyst,Carole Klonarides,Undirected,1
Laurie Anderson,Mary McFerran,Undirected,1
Deanna Kamiel,Mary McFerran,Undirected,1
Lyn Blumenthal,Mary McFerran,Undirected,1
Carole Klonarides,Mary McFerran,Undirected,1
Daniele Nyst,Mary McFerran,Undirected,1
Joan Jonas,Daniele Nyst,Undirected,1
Shigeko Kubota,Daniele Nyst,Undirected,1
Laurie Anderson,Daniele Nyst,Undirected,2
Joan Logue,Daniele Nyst,Undirected,1
Mako Idemitsu,Daniele Nyst,Undirected,1
Shirley Clarke,Daniele Nyst,Undirected,1
Dara Birnbaum,Daniele Nyst,Undirected,1
Marina Abramovic,Daniele Nyst,Undirected,1
Ilene Segalove,Daniele Nyst,Undirected,1
Joelle de la Casiniere,Daniele Nyst,Undirected,1
Mary Lucier,Daniele Nyst,Undirected,1
Martha Rosler,Daniele Nyst,Undirected,1
Sanja Ivekovic,Daniele Nyst,Undirected,1
Branda Miller,Daniele Nyst,Undirected,1
Deanna Kamiel,Daniele Nyst,Undirected,1
Lyn Blumenthal,Daniele Nyst,Undirected,1
Carole Klonarides,Daniele Nyst,Undirected,1
Mary McFerran,Daniele Nyst,Undirected,1
Lyubov Popova,Jill Moser,Undirected,1
Sophie Taeuber-Arp,Jill Moser,Undirected,1
Helen Frankenthaler,Jill Moser,Undirected,1
Susan Rothenberg,Jill Moser,Undirected,1
Olga Rozanova,Jill Moser,Undirected,1
Katherine Porter,Jill Moser,Undirected,1
Miriam Cahn,Jill Moser,Undirected,1
Colleen Frances Kenyon,Deborah Fleming Caffery,Undirected,1
Nancy Hellebrand,Deborah Fleming Caffery,Undirected,1
JoAnn Verburg,Deborah Fleming Caffery,Undirected,1
Judith Joy Ross,Deborah Fleming Caffery,Undirected,1
Christine Osinski,Deborah Fleming Caffery,Undirected,1
Sheron Rupp,Deborah Fleming Caffery,Undirected,1
America Sanchez,Deborah Fleming Caffery,Undirected,1
Colleen Frances Kenyon,Christine Osinski,Undirected,1
Nancy Hellebrand,Christine Osinski,Undirected,1
JoAnn Verburg,Christine Osinski,Undirected,1
Judith Joy Ross,Christine Osinski,Undirected,1
Deborah Fleming Caffery,Christine Osinski,Undirected,1
Sheron Rupp,Christine Osinski,Undirected,1
America Sanchez,Christine Osinski,Undirected,1
Colleen Frances Kenyon,Sheron Rupp,Undirected,1
Nancy Hellebrand,Sheron Rupp,Undirected,1
JoAnn Verburg,Sheron Rupp,Undirected,1
Judith Joy Ross,Sheron Rupp,Undirected,1
Deborah Fleming Caffery,Sheron Rupp,Undirected,1
Christine Osinski,Sheron Rupp,Undirected,1
America Sanchez,Sheron Rupp,Undirected,1
Colleen Frances Kenyon,America Sanchez,Undirected,1
Nancy Hellebrand,America Sanchez,Undirected,1
JoAnn Verburg,America Sanchez,Undirected,1
Judith Joy Ross,America Sanchez,Undirected,1
Deborah Fleming Caffery,America Sanchez,Undirected,1
Christine Osinski,America Sanchez,Undirected,1
Sheron Rupp,America Sanchez,Undirected,1
Natalia Goncharova,Marie-Laure de Noailles,Undirected,1
Camille Bryen,Marie-Laure de Noailles,Undirected,1
Ulrike Rosenbach,Vanalyne Green,Undirected,1
Joan Jonas,Vanalyne Green,Undirected,1
Lisa Steele,Vanalyne Green,Undirected,1
Steina Vesulka,Vanalyne Green,Undirected,1
Susan Raymond,Vanalyne Green,Undirected,1
Dara Birnbaum,Vanalyne Green,Undirected,1
Marina Abramovic,Vanalyne Green,Undirected,1
